"Query","HGNC_ID","Source"
"PTGES2","PTGES2","biomart"
"PTGFR","PTGFR","biomart"
"PTGIR","PTGIR","biomart"
"PTGS1","PTGS1","biomart"
"PTGS2","PTGS2","biomart"
"PTK2","PTK2","biomart"
"PTK2B","PTK2B","biomart"
"PTK6","PTK6","biomart"
"PTPA","PTPA","biomart"
"PTPN1","PTPN1","biomart"
"PTPN11","PTPN11","biomart"
"PTPN2","PTPN2","biomart"
"PTPN22","PTPN22","biomart"
"PTPN6","PTPN6","biomart"
"PTPRA","PTPRA","biomart"
"PTPRC","PTPRC","biomart"
"PTPRF","PTPRF","biomart"
"PTPRS","PTPRS","biomart"
"PYGB","PYGB","biomart"
"PYGL","PYGL","biomart"
"PYGM","PYGM","biomart"
"QDPR","QDPR","biomart"
"QPCT","QPCT","biomart"
"QPCTL","QPCTL","biomart"
"RAF1","RAF1","biomart"
"RARA","RARA","biomart"
"RARB","RARB","biomart"
"RARG","RARG","biomart"
"RASGRP1","RASGRP1","biomart"
"RASGRP3","RASGRP3","biomart"
"RBP4","RBP4","biomart"
"RELA","RELA","biomart"
"REN","REN","biomart"
"RET","RET","biomart"
"RHOA","RHOA","biomart"
"RIPK2","RIPK2","biomart"
"RNASEH1","RNASEH1","biomart"
"RNPEP","RNPEP","biomart"
"ROCK1","ROCK1","biomart"
"ROCK2","ROCK2","biomart"
"RORA","RORA","biomart"
"RORB","RORB","biomart"
"RORC","RORC","biomart"
"ROS1","ROS1","biomart"
"RPS6KA1","RPS6KA1","biomart"
"RPS6KA3","RPS6KA3","biomart"
"RPS6KA5","RPS6KA5","biomart"
"RPS6KB1","RPS6KB1","biomart"
"RXRA","RXRA","biomart"
"RXRB","RXRB","biomart"
"RXRG","RXRG","biomart"
"S1PR1","S1PR1","biomart"
"S1PR2","S1PR2","biomart"
"S1PR3","S1PR3","biomart"
"SBK1","SBK1","biomart"
"SCD","SCD","biomart"
"SCN5A","SCN5A","biomart"
"SCN9A","SCN9A","biomart"
"SELE","SELE","biomart"
"SELL","SELL","biomart"
"SELP","SELP","biomart"
"SERPINA6","SERPINA6","biomart"
"SERPINE1","SERPINE1","biomart"
"SERPINH1","SERPINH1","biomart"
"SF3B3","SF3B3","biomart"
"SFRP1","SFRP1","biomart"
"SGK1","SGK1","biomart"
"SHBG","SHBG","biomart"
"SHH","SHH","biomart"
"SI","SI","biomart"
"SIGMAR1","SIGMAR1","biomart"
"SIRT1","SIRT1","biomart"
"SIRT2","SIRT2","biomart"
"SIRT3","SIRT3","biomart"
"SLC10A2","SLC10A2","biomart"
"SLC13A5","SLC13A5","biomart"
"SLC15A1","SLC15A1","biomart"
"SLC16A1","SLC16A1","biomart"
"SLC16A3","SLC16A3","biomart"
"SLC18A3","SLC18A3","biomart"
"SLC19A1","SLC19A1","biomart"
"SLC1A1","SLC1A1","biomart"
"SLC1A2","SLC1A2","biomart"
"SLC22A12","SLC22A12","biomart"
"SLC22A2","SLC22A2","biomart"
"SLC22A6","SLC22A6","biomart"
"SLC28A2","SLC28A2","biomart"
"SLC29A1","SLC29A1","biomart"
"SLC33A1","SLC33A1","biomart"
"SLC46A1","SLC46A1","biomart"
"SLC47A1","SLC47A1","biomart"
"SLC47A2","SLC47A2","biomart"
"SLC5A1","SLC5A1","biomart"
"SLC5A2","SLC5A2","biomart"
"SLC5A4","SLC5A4","biomart"
"SLC6A1","SLC6A1","biomart"
"SLC6A11","SLC6A11","biomart"
"SLC6A12","SLC6A12","biomart"
"SLC6A13","SLC6A13","biomart"
"SLC6A2","SLC6A2","biomart"
"SLC6A3","SLC6A3","biomart"
"SLC6A4","SLC6A4","biomart"
"SLC6A9","SLC6A9","biomart"
"SLC7A5","SLC7A5","biomart"
"SLC9A1","SLC9A1","biomart"
"SLC9A2","SLC9A2","biomart"
"SLCO1B1","SLCO1B1","biomart"
"SMARCA2","SMARCA2","biomart"
"SMO","SMO","biomart"
"SNCA","SNCA","biomart"
"SNRK","SNRK","biomart"
"SOAT1","SOAT1","biomart"
"SOAT2","SOAT2","biomart"
"SORD","SORD","biomart"
"SORT1","SORT1","biomart"
"SPHK1","SPHK1","biomart"
"SPSB2","SPSB2","biomart"
"SQLE","SQLE","biomart"
"SRC","SRC","biomart"
"SRD5A1","SRD5A1","biomart"
"SRD5A2","SRD5A2","biomart"
"SSTR1","SSTR1","biomart"
"SSTR2","SSTR2","biomart"
"SSTR3","SSTR3","biomart"
"SSTR4","SSTR4","biomart"
"SSTR5","SSTR5","biomart"
"ST3GAL3","ST3GAL3","biomart"
"ST6GAL1","ST6GAL1","biomart"
"STAT1","STAT1","biomart"
"STAT3","STAT3","biomart"
"STK16","STK16","biomart"
"STK17A","STK17A","biomart"
"STK17B","STK17B","biomart"
"STK26","STK26","biomart"
"STK3","STK3","biomart"
"STK38","STK38","biomart"
"STK39","STK39","biomart"
"STS","STS","biomart"
"SYK","SYK","biomart"
"TAAR1","TAAR1","biomart"
"TACR1","TACR1","biomart"
"TACR2","TACR2","biomart"
"TAS2R31","TAS2R31","biomart"
"TBK1","TBK1","biomart"
"TBXA2R","TBXA2R","biomart"
"TBXAS1","TBXAS1","biomart"
"TDO2","TDO2","biomart"
"TDP1","TDP1","biomart"
"TDP2","TDP2","biomart"
"TEK","TEK","biomart"
"TERT","TERT","biomart"
"TGFBR1","TGFBR1","biomart"
"TGM2","TGM2","biomart"
"TH","TH","biomart"
"THRA","THRA","biomart"
"THRB","THRB","biomart"
"TK1","TK1","biomart"
"TLR4","TLR4","biomart"
"TLR9","TLR9","biomart"
"TNF","TNF","biomart"
"TNFRSF10A","TNFRSF10A","biomart"
"TNK2","TNK2","biomart"
"TNKS","TNKS","biomart"
"TNKS2","TNKS2","biomart"
"TNNI3K","TNNI3K","biomart"
"TOP1","TOP1","biomart"
"TOP2A","TOP2A","biomart"
"TPMT","TPMT","biomart"
"TRPA1","TRPA1","biomart"
"TRPM6","TRPM6","biomart"
"TRPM8","TRPM8","biomart"
"TRPV1","TRPV1","biomart"
"TRPV3","TRPV3","biomart"
"TSPO","TSPO","biomart"
"TTK","TTK","biomart"
"TTL","TTL","biomart"
"TTR","TTR","biomart"
"TUBB1","TUBB1","biomart"
"TUBB3","TUBB3","biomart"
"TXK","TXK","biomart"
"TYK2","TYK2","biomart"
"TYMP","TYMP","biomart"
"TYMS","TYMS","biomart"
"TYR","TYR","biomart"
"TYRO3","TYRO3","biomart"
"UGCG","UGCG","biomart"
"UGT2B7","UGT2B7","biomart"
"UPP1","UPP1","biomart"
"UTS2R","UTS2R","biomart"
"VCP","VCP","biomart"
"VDR","VDR","biomart"
"VEGFA","VEGFA","biomart"
"VHL","VHL","biomart"
"WEE1","WEE1","biomart"
"XDH","XDH","biomart"
"XIAP","XIAP","biomart"
"XPNPEP1","XPNPEP1","biomart"
"XPNPEP2","XPNPEP2","biomart"
"YES1","YES1","biomart"
"YWHAG","YWHAG","biomart"
"MT-ND4","MT-ND4","biomart"
"GCGR","GCGR","biomart"
"GRK1","GRK1","biomart"
"DYRK1B","DYRK1B","biomart"
"LTB4R","LTB4R","biomart"
"RPS6KA1","RPS6KA1","biomart"
"SLC16A1","SLC16A1","biomart"
"CBR1","CBR1","biomart"
"LDHA","LDHA","biomart"
"DGAT1","DGAT1","biomart"
"PARP2","PARP2","biomart"
"APEX1","APEX1","biomart"
"PNP","PNP","biomart"
"GAA","GAA","biomart"
"GRIK1","GRIK1","biomart"
"GPR18","GPR18","biomart"
"EPHA1","EPHA1","biomart"
"HRH4","HRH4","biomart"
"SLC10A2","SLC10A2","biomart"
"ALOX5","ALOX5","biomart"
"BCL2","BCL2","biomart"
"KCNQ1","KCNQ1","biomart"
"CTSB","CTSB","biomart"
"FDFT1","FDFT1","biomart"
"BLK","BLK","biomart"
"TAS2R31","TAS2R31","biomart"
"TNKS","TNKS","biomart"
"DRD4","DRD4","biomart"
"LGALS4","LGALS4","biomart"
"HRAS","HRAS","biomart"
"SIRT2","SIRT2","biomart"
"LGALS7","LGALS7","biomart"
"SRC","SRC","biomart"
"SERPINA6","SERPINA6","biomart"
"ADRA1D","ADRA1D","biomart"
"ROCK1","ROCK1","biomart"
"TUBB1","TUBB1","biomart"
"CHRNA4","CHRNA4","biomart"
"TOP1","TOP1","biomart"
"CHRNA7","CHRNA7","biomart"
"NTSR1","NTSR1","biomart"
"HCK","HCK","biomart"
"CRHR1","CRHR1","biomart"
"MAPT","MAPT","biomart"
"MAP3K14","MAP3K14","biomart"
"AHCY","AHCY","biomart"
"DYRK1A","DYRK1A","biomart"
"SLC15A1","SLC15A1","biomart"
"SLC5A4","SLC5A4","biomart"
"F10","F10","biomart"
"SSTR4","SSTR4","biomart"
"FLT3","FLT3","biomart"
"CPB2","CPB2","biomart"
"F7","F7","biomart"
"BRS3","BRS3","biomart"
"PLA2G10","PLA2G10","biomart"
"MCHR1","MCHR1","biomart"
"ALOX5AP","ALOX5AP","biomart"
"HUNK","HUNK","biomart"
"PDE9A","PDE9A","biomart"
"ABCC1","ABCC1","biomart"
"TTR","TTR","biomart"
"FLT1","FLT1","biomart"
"CES1","CES1","biomart"
"ATP12A","ATP12A","biomart"
"ADRA1A","ADRA1A","biomart"
"RORA","RORA","biomart"
"MMP16","MMP16","biomart"
"IGF1R","IGF1R","biomart"
"CA13","CA13","biomart"
"GPR119","GPR119","biomart"
"TYMS","TYMS","biomart"
"F9","F9","biomart"
"CDK8","CDK8","biomart"
"PTPN2","PTPN2","biomart"
"RXRA","RXRA","biomart"
"BMP1","BMP1","biomart"
"PTGES","PTGES","biomart"
"CDK9","CDK9","biomart"
"BCL2A1","BCL2A1","biomart"
"CYP26A1","CYP26A1","biomart"
"PCSK6","PCSK6","biomart"
"CLK2","CLK2","biomart"
"PTPRC","PTPRC","biomart"
"OPRL1","OPRL1","biomart"
"GLRA2","GLRA2","biomart"
"KLK2","KLK2","biomart"
"IDO1","IDO1","biomart"
"CMA1","CMA1","biomart"
"GART","GART","biomart"
"CYP2D6","CYP2D6","biomart"
"HPGD","HPGD","biomart"
"SLC5A1","SLC5A1","biomart"
"HIPK4","HIPK4","biomart"
"OPRM1","OPRM1","biomart"
"ABCB11","ABCB11","biomart"
"ESR2","ESR2","biomart"
"HTR1A","HTR1A","biomart"
"IL2","IL2","biomart"
"MAPK11","MAPK11","biomart"
"MIF","MIF","biomart"
"SLC18A3","SLC18A3","biomart"
"NEU4","NEU4","biomart"
"LPAR6","LPAR6","biomart"
"PIM2","PIM2","biomart"
"S1PR2","S1PR2","biomart"
"HTR2A","HTR2A","biomart"
"CYP24A1","CYP24A1","biomart"
"FPR2","FPR2","biomart"
"ADAM12","ADAM12","biomart"
"CCKAR","CCKAR","biomart"
"PDE4C","","biomart"
"TACR2","TACR2","biomart"
"ADRB3","ADRB3","biomart"
"HTT","HTT","biomart"
"GLRA1","GLRA1","biomart"
"ADRB2","ADRB2","biomart"
"TLR4","TLR4","biomart"
"PRKD1","PRKD1","biomart"
"KCNA5","KCNA5","biomart"
"ADRA2A","ADRA2A","biomart"
"FCER2","FCER2","biomart"
"ADRB1","ADRB1","biomart"
"IGF2R","IGF2R","biomart"
"FABP2","FABP2","biomart"
"EP300","EP300","biomart"
"GSK3A","GSK3A","biomart"
"QPCTL","QPCTL","biomart"
"TDO2","TDO2","biomart"
"BRD4","BRD4","biomart"
"HAO1","HAO1","biomart"
"HSD17B3","HSD17B3","biomart"
"TYR","TYR","biomart"
"ADRA2C","ADRA2C","biomart"
"HNF4A","HNF4A","biomart"
"MMP8","MMP8","biomart"
"OPRK1","OPRK1","biomart"
"F2R","F2R","biomart"
"F2RL1","F2RL1","biomart"
"MMP9","MMP9","biomart"
"BACE2","BACE2","biomart"
"SLC6A3","SLC6A3","biomart"
"PRKCG","PRKCG","biomart"
"MTNR1A","MTNR1A","biomart"
"PTGDR","PTGDR","biomart"
"SLC22A12","SLC22A12","biomart"
"GRIK2","GRIK2","biomart"
"PTGER2","PTGER2","biomart"
"PSMB1","PSMB1","biomart"
"TAAR1","TAAR1","biomart"
"AVPR1A","AVPR1A","biomart"
"PDE8B","","biomart"
"PDE8B","PDE8B","biomart"
"PDE10A","PDE10A","biomart"
"FGF2","FGF2","biomart"
"GRIA2","GRIA2","biomart"
"CDC45","CDC45","biomart"
"FKBP1A","FKBP1A","biomart"
"RORB","RORB","biomart"
"TRPM6","TRPM6","biomart"
"AR","AR","biomart"
"ELANE","ELANE","biomart"
"CFD","CFD","biomart"
"GRM6","GRM6","biomart"
"DNMT3B","DNMT3B","biomart"
"KLK3","KLK3","biomart"
"HCAR2","HCAR2","biomart"
"HCAR3","HCAR3","biomart"
"SI","SI","biomart"
"PRKAB1","PRKAB1","biomart"
"MMP10","MMP10","biomart"
"CSNK1A1","CSNK1A1","biomart"
"GPR174","GPR174","biomart"
"MTNR1B","MTNR1B","biomart"
"MMP1","MMP1","biomart"
"GRIA1","GRIA1","biomart"
"GHSR","GHSR","biomart"
"TNF","TNF","biomart"
"ADA","ADA","biomart"
"XPNPEP2","XPNPEP2","biomart"
"PGA5","PGA5","biomart"
"GABBR1","GABBR1","biomart"
"ADORA2A","ADORA2A","biomart"
"JAK3","JAK3","biomart"
"MAPK15","MAPK15","biomart"
"HTR7","HTR7","biomart"
"YES1","YES1","biomart"
"KCNMA1","KCNMA1","biomart"
"PDE4D","PDE4D","biomart"
"HTR2C","HTR2C","biomart"
"PTPN1","PTPN1","biomart"
"MMP3","MMP3","biomart"
"MMP12","MMP12","biomart"
"TNKS2","TNKS2","biomart"
"MAST1","MAST1","biomart"
"HSPA1A","HSPA1A","biomart"
"PDE4C","PDE4C","biomart"
"PPP1CC","PPP1CC","biomart"
"P2RY10","P2RY10","biomart"
"NUAK1","NUAK1","biomart"
"CDK2","CDK2","biomart"
"PRKCH","PRKCH","biomart"
"PGR","PGR","biomart"
"TACR1","TACR1","biomart"
"PPARA","PPARA","biomart"
"HLA-A","HLA-A","biomart"
"ALK","ALK","biomart"
"IL1B","IL1B","biomart"
"ADAM9","ADAM9","biomart"
"ESRRB","ESRRB","biomart"
"DDR1","DDR1","biomart"
"HRH3","HRH3","biomart"
"NOS1","NOS1","biomart"
"BRD2","BRD2","biomart"
"ACACB","ACACB","biomart"
"HLA-DRB1","HLA-DRB1","biomart"
"TLR9","TLR9","biomart"
"NR1I2","NR1I2","biomart"
"GRM1","GRM1","biomart"
"VEGFA","VEGFA","biomart"
"CFB","CFB","biomart"
"CBX7","CBX7","biomart"
"GZMB","GZMB","biomart"
"MB","MB","biomart"
"LPAR4","LPAR4","biomart"
"FFAR2","FFAR2","biomart"
"RXRB","RXRB","biomart"
"FUT4","FUT4","biomart"
"SLC22A2","SLC22A2","biomart"
"KDM4D","KDM4D","biomart"
"KDM4E","KDM4E","biomart"
"ALPG","ALPG","biomart"
"CDC25B","CDC25B","biomart"
"APP","APP","biomart"
"ERCC5","ERCC5","biomart"
"GRK7","GRK7","biomart"
"KDM5A","KDM5A","biomart"
"PLA2G1B","PLA2G1B","biomart"
"BCL2L1","BCL2L1","biomart"
"GCG","GCG","biomart"
"GRIK3","GRIK3","biomart"
"SLC19A1","SLC19A1","biomart"
"CPT1B","CPT1B","biomart"
"CALCA","CALCA","biomart"
"STK26","STK26","biomart"
"BDKRB1","BDKRB1","biomart"
"CCR5","CCR5","biomart"
"HTR1B","HTR1B","biomart"
"EPHA6","EPHA6","biomart"
"SLC6A1","SLC6A1","biomart"
"CHIA","CHIA","biomart"
"PHF8","PHF8","biomart"
"CYP26B1","CYP26B1","biomart"
"ADCY10","ADCY10","biomart"
"SELE","SELE","biomart"
"DRD3","DRD3","biomart"
"TRPA1","TRPA1","biomart"
"CTSG","CTSG","biomart"
"HDAC10","HDAC10","biomart"
"DBH","DBH","biomart"
"PTGS1","PTGS1","biomart"
"MAPKAPK5","MAPKAPK5","biomart"
"CA1","CA1","biomart"
"KDM5C","KDM5C","biomart"
"EIF2AK3","EIF2AK3","biomart"
"CXCL8","CXCL8","biomart"
"ADAMTS5","ADAMTS5","biomart"
"CASP6","CASP6","biomart"
"EDNRB","EDNRB","biomart"
"GNRHR","GNRHR","biomart"
"FUT7","FUT7","biomart"
"PLK4","PLK4","biomart"
"SSTR1","SSTR1","biomart"
"NTRK2","NTRK2","biomart"
"EPHA8","EPHA8","biomart"
"ADRA2B","ADRA2B","biomart"
"PRKACA","PRKACA","biomart"
"GRM7","GRM7","biomart"
"KLKB1","KLKB1","biomart"
"INSRR","INSRR","biomart"
"PYGB","PYGB","biomart"
"GDA","GDA","biomart"
"ADH1C","ADH1C","biomart"
"MCL1","MCL1","biomart"
"UGT2B7","UGT2B7","biomart"
"SCN9A","SCN9A","biomart"
"CD38","CD38","biomart"
"NR3C2","NR3C2","biomart"
"CA9","CA9","biomart"
"MAP3K19","MAP3K19","biomart"
"TNFRSF10A","TNFRSF10A","biomart"
"BMX","BMX","biomart"
"C5AR1","C5AR1","biomart"
"CXCR1","CXCR1","biomart"
"EPHB2","EPHB2","biomart"
"MAPK8","MAPK8","biomart"
"ADH1B","ADH1B","biomart"
"PTGS2","PTGS2","biomart"
"OXER1","OXER1","biomart"
"VHL","VHL","biomart"
"CCR4","CCR4","biomart"
"BRDT","BRDT","biomart"
"CYP1A2","CYP1A2","biomart"
"ECE1","ECE1","biomart"
"PRKDC","PRKDC","biomart"
"MBD2","MBD2","biomart"
"HSP90AA1","HSP90AA1","biomart"
"EPHA5","EPHA5","biomart"
"PSMB5","PSMB5","biomart"
"MMP14","MMP14","biomart"
"PLEC","PLEC","biomart"
"PTPA","PTPA","biomart"
"CPN1","CPN1","biomart"
"ADH1A","ADH1A","biomart"
"HPSE","HPSE","biomart"
"AKR1C3","AKR1C3","biomart"
"SRD5A1","SRD5A1","biomart"
"CYP2A6","CYP2A6","biomart"
"CYP2C9","CYP2C9","biomart"
"KDM2B","KDM2B","biomart"
"EGLN3","EGLN3","biomart"
"CYP2C19","CYP2C19","biomart"
"AMY2A","AMY2A","biomart"
"CTRC","CTRC","biomart"
"KLK1","KLK1","biomart"
"ITGA2","ITGA2","biomart"
"PRSS1","PRSS1","biomart"
"TBXA2R","TBXA2R","biomart"
"MGAM","MGAM","biomart"
"AVPR1B","AVPR1B","biomart"
"ITK","ITK","biomart"
"ADRA1B","ADRA1B","biomart"
"SORD","SORD","biomart"
"PER2","PER2","biomart"
"BTK","BTK","biomart"
"AKR1C4","AKR1C4","biomart"
"FURIN","FURIN","biomart"
"NOTCH1","NOTCH1","biomart"
"ERBB4","ERBB4","biomart"
"MAST3","MAST3","biomart"
"SFRP1","SFRP1","biomart"
"HTR4","HTR4","biomart"
"CSNK2A1","CSNK2A1","biomart"
"AOC3","AOC3","biomart"
"NR0B2","NR0B2","biomart"
"SCD","SCD","biomart"
"PDE2A","PDE2A","biomart"
"CNR2","CNR2","biomart"
"PIK3C2G","PIK3C2G","biomart"
"ABL1","ABL1","biomart"
"PDE6A","PDE6A","biomart"
"GCLC","GCLC","biomart"
"HSPA5","HSPA5","biomart"
"CTSV","CTSV","biomart"
"BHMT2","BHMT2","biomart"
"INSR","INSR","biomart"
"KDR","KDR","biomart"
"PDE1B","PDE1B","biomart"
"PTGDR2","PTGDR2","biomart"
"YWHAG","YWHAG","biomart"
"CHEK2","CHEK2","biomart"
"BRD3","BRD3","biomart"
"POLB","POLB","biomart"
"KISS1R","KISS1R","biomart"
"HIF1A","HIF1A","biomart"
"RIPK2","RIPK2","biomart"
"IGFBP6","IGFBP6","biomart"
"F12","F12","biomart"
"CNOT7","CNOT7","biomart"
"PYGL","PYGL","biomart"
"CREBBP","CREBBP","biomart"
"PDE5A","PDE5A","biomart"
"OPRD1","OPRD1","biomart"
"MAP2K1","MAP2K1","biomart"
"SLC22A6","SLC22A6","biomart"
"MMP2","MMP2","biomart"
"CHRM1","CHRM1","biomart"
"CCR8","CCR8","biomart"
"ADCY5","ADCY5","biomart"
"MMP13","MMP13","biomart"
"BHMT","BHMT","biomart"
"ALOX15","ALOX15","biomart"
"HSD17B1","HSD17B1","biomart"
"F2","F2","biomart"
"GSTA1","GSTA1","biomart"
"IGFBP1","IGFBP1","biomart"
"GSTA2","GSTA2","biomart"
"SBK1","SBK1","biomart"
"ERN1","ERN1","biomart"
"SHH","SHH","biomart"
"GCK","GCK","biomart"
"CA12","CA12","biomart"
"ARG1","ARG1","biomart"
"PDE7A","PDE7A","biomart"
"ASF1A","ASF1A","biomart"
"AXL","AXL","biomart"
"KIT","KIT","biomart"
"SOAT2","SOAT2","biomart"
"NMUR2","NMUR2","biomart"
"CASR","CASR","biomart"
"SLCO1B1","SLCO1B1","biomart"
"OGA","OGA","biomart"
"PDE4B","PDE4B","biomart"
"BCHE","BCHE","biomart"
"OXSR1","OXSR1","biomart"
"ADORA3","ADORA3","biomart"
"MAP3K15","MAP3K15","biomart"
"FRK","FRK","biomart"
"SLC6A11","SLC6A11","biomart"
"PDF","PDF","biomart"
"UGCG","UGCG","biomart"
"NEK1","NEK1","biomart"
"CA5B","CA5B","biomart"
"CDC25C","CDC25C","biomart"
"DNMT1","DNMT1","biomart"
"SQLE","SQLE","biomart"
"CTSL","CTSL","biomart"
"CLK4","CLK4","biomart"
"FOLR1","FOLR1","biomart"
"GPR84","GPR84","biomart"
"KCNA3","KCNA3","biomart"
"TUBB3","TUBB3","biomart"
"TERT","TERT","biomart"
"ESRRG","ESRRG","biomart"
"MKNK2","MKNK2","biomart"
"MMP7","MMP7","biomart"
"RET","RET","biomart"
"SSTR2","SSTR2","biomart"
"PTPRS","PTPRS","biomart"
"SLC1A2","SLC1A2","biomart"
"HTR5A","HTR5A","biomart"
"VDR","VDR","biomart"
"MPG","MPG","biomart"
"GRM8","GRM8","biomart"
"CA6","CA6","biomart"
"CCNT1","CCNT1","biomart"
"CDC25A","CDC25A","biomart"
"CPA1","CPA1","biomart"
"CAPN1","CAPN1","biomart"
"KIF20A","KIF20A","biomart"
"CASP1","CASP1","biomart"
"P2RX7","P2RX7","biomart"
"HTR6","HTR6","biomart"
"MPO","MPO","biomart"
"KIF11","KIF11","biomart"
"TGM2","TGM2","biomart"
"HDAC7","HDAC7","biomart"
"PFKFB3","PFKFB3","biomart"
"NOX1","NOX1","biomart"
"NEU3","NEU3","biomart"
"OXTR","OXTR","biomart"
"DRD2","DRD2","biomart"
"RASGRP1","RASGRP1","biomart"
"DAO","DAO","biomart"
"GSK3B","GSK3B","biomart"
"CPA3","CPA3","biomart"
"PGK1","PGK1","biomart"
"PARP15","PARP15","biomart"
"XIAP","XIAP","biomart"
"EDNRA","EDNRA","biomart"
"GLI1","GLI1","biomart"
"GHRL","GHRL","biomart"
"RPS6KA5","RPS6KA5","biomart"
"FPGS","FPGS","biomart"
"CCKBR","CCKBR","biomart"
"HDAC6","HDAC6","biomart"
"NR1H4","NR1H4","biomart"
"JUN","JUN","biomart"
"GSTP1","GSTP1","biomart"
"FABP5","FABP5","biomart"
"NISCH","NISCH","biomart"
"CA7","CA7","biomart"
"PTPN6","PTPN6","biomart"
"TYRO3","TYRO3","biomart"
"LNPEP","LNPEP","biomart"
"PTK6","PTK6","biomart"
"RPS6KA3","RPS6KA3","biomart"
"MELK","MELK","biomart"
"XPNPEP1","XPNPEP1","biomart"
"HGFAC","HGFAC","biomart"
"PTK2","PTK2","biomart"
"SSTR3","SSTR3","biomart"
"QDPR","QDPR","biomart"
"DHFR","DHFR","biomart"
"PIN1","PIN1","biomart"
"GLO1","GLO1","biomart"
"DYRK2","DYRK2","biomart"
"TEK","TEK","biomart"
"CHEK1","CHEK1","biomart"
"ALB","ALB","biomart"
"EPHA7","EPHA7","biomart"
"CDK4","CDK4","biomart"
"FBP1","FBP1","biomart"
"PLAT","PLAT","biomart"
"WEE1","WEE1","biomart"
"CTSA","CTSA","biomart"
"NOTCH3","NOTCH3","biomart"
"CYP11B2","CYP11B2","biomart"
"HSD17B14","HSD17B14","biomart"
"HDAC3","HDAC3","biomart"
"LGALS3","LGALS3","biomart"
"ACE2","ACE2","biomart"
"GSR","GSR","biomart"
"LYPLA1","LYPLA1","biomart"
"NEU2","NEU2","biomart"
"PLAU","PLAU","biomart"
"FFAR4","FFAR4","biomart"
"PIP4K2C","PIP4K2C","biomart"
"CDK1","CDK1","biomart"
"ADORA2B","ADORA2B","biomart"
"GRIK5","GRIK5","biomart"
"TRPM8","TRPM8","biomart"
"NGFR","NGFR","biomart"
"EPHA3","EPHA3","biomart"
"GRM4","GRM4","biomart"
"BACE1","BACE1","biomart"
"CYSLTR1","CYSLTR1","biomart"
"TTK","TTK","biomart"
"SLC7A5","SLC7A5","biomart"
"ADAM10","ADAM10","biomart"
"PDE4A","PDE4A","biomart"
"CIT","CIT","biomart"
"DLG4","DLG4","biomart"
"PPP1CA","PPP1CA","biomart"
"LIMK2","LIMK2","biomart"
"HSD11B2","HSD11B2","biomart"
"EPAS1","EPAS1","biomart"
"BRD9","BRD9","biomart"
"SLC6A2","SLC6A2","biomart"
"PRF1","PRF1","biomart"
"SLC5A2","SLC5A2","biomart"
"KDM4C","KDM4C","biomart"
"PRKCE","PRKCE","biomart"
"GPR34","GPR34","biomart"
"MAPK1","MAPK1","biomart"
"GRM2","GRM2","biomart"
"PABPC1","PABPC1","biomart"
"COMT","COMT","biomart"
"HSD17B2","HSD17B2","biomart"
"RAF1","RAF1","biomart"
"FADS1","FADS1","biomart"
"CYP3A4","CYP3A4","biomart"
"XDH","XDH","biomart"
"NPC1L1","NPC1L1","biomart"
"HDAC8","HDAC8","biomart"
"DPP4","DPP4","biomart"
"HPGDS","HPGDS","biomart"
"CSNK1G1","CSNK1G1","biomart"
"MAP3K7","MAP3K7","biomart"
"GRIA4","GRIA4","biomart"
"PIM3","PIM3","biomart"
"HTR3A","HTR3A","biomart"
"SRD5A2","SRD5A2","biomart"
"CA5A","CA5A","biomart"
"NR5A1","NR5A1","biomart"
"ABAT","ABAT","biomart"
"KYAT3","KYAT3","biomart"
"GPR55","GPR55","biomart"
"EPHA4","EPHA4","biomart"
"PIM1","PIM1","biomart"
"SGK1","SGK1","biomart"
"MAPK9","MAPK9","biomart"
"PON1","PON1","biomart"
"AAK1","AAK1","biomart"
"EGFR","EGFR","biomart"
"DUT","DUT","biomart"
"EPHX2","EPHX2","biomart"
"CISD1","CISD1","biomart"
"AURKA","AURKA","biomart"
"AVPR2","AVPR2","biomart"
"PPARG","PPARG","biomart"
"IGFBP3","IGFBP3","biomart"
"LIMK1","LIMK1","biomart"
"CYP27A1","CYP27A1","biomart"
"FTO","FTO","biomart"
"EZR","EZR","biomart"
"PNMT","PNMT","biomart"
"SLC9A2","SLC9A2","biomart"
"HSP90AB1","HSP90AB1","biomart"
"TH","TH","biomart"
"SMARCA2","SMARCA2","biomart"
"PPIA","PPIA","biomart"
"PLK1","PLK1","biomart"
"GABRA5","GABRA5","biomart"
"MAOB","MAOB","biomart"
"CSK","CSK","biomart"
"STS","STS","biomart"
"P4HTM","P4HTM","biomart"
"SHBG","SHBG","biomart"
"SIRT3","SIRT3","biomart"
"LIPA","LIPA","biomart"
"PTPRA","PTPRA","biomart"
"PSEN1","PSEN1","biomart"
"ADCY1","ADCY1","biomart"
"PKN1","PKN1","biomart"
"NRP1","NRP1","biomart"
"IGFBP2","IGFBP2","biomart"
"STK16","STK16","biomart"
"TYMP","TYMP","biomart"
"SLC1A1","SLC1A1","biomart"
"GLUL","GLUL","biomart"
"CSNK1D","CSNK1D","biomart"
"CYP19A1","CYP19A1","biomart"
"CASP2","CASP2","biomart"
"NUDT1","NUDT1","biomart"
"SMO","SMO","biomart"
"STK17B","STK17B","biomart"
"CCR1","CCR1","biomart"
"MME","MME","biomart"
"LGMN","LGMN","biomart"
"NOX4","NOX4","biomart"
"REN","REN","biomart"
"MAP2K2","MAP2K2","biomart"
