"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SORBS2",1.4269288481109e-134,0.300310197070429,0.501,0.421,1.38982869806002e-132
"PLCB1",2.87450108028461e-134,0.204263516077113,0.792,0.722,2.77454095262786e-132
"GJA1",1.63040139875532e-133,-1.95402026523986,0.017,0.047,1.55965362377361e-131
"TUBB2A",4.51823186647122e-133,-0.39729724661359,0.249,0.327,4.28392355905953e-131
"CRYAB",4.94375784567659e-133,-1.01185548413912,0.058,0.106,4.64626504899816e-131
"RP1-78O14.1",5.62676679773746e-133,0.358393908516892,0.424,0.346,5.24218951921384e-131
"MCTP1",8.9912702867224e-133,0.311762167799424,0.524,0.443,8.3045232630986e-131
"CNP",6.13783252105134e-132,-0.983881795814313,0.078,0.131,5.62057586585847e-130
"ATRNL1",7.43946987592401e-132,0.235812043512135,0.719,0.65,6.75478646191948e-130
"SPDYE3",9.5129360543247e-132,0.368485257458904,0.349,0.276,8.56484007445671e-130
"PTPRD",1.14494876643973e-131,0.227154713748822,0.827,0.781,1.02224842363627e-129
"GFAP",4.9455688414724e-131,-1.39560579012213,0.032,0.069,4.3790764105401e-129
"CUX2",5.62804580106457e-131,0.472893959840931,0.27,0.2,4.94253136988572e-129
"CLIP3",8.134276393492e-131,-0.657999476818048,0.182,0.249,7.08541766503035e-129
"MARCKSL1",1.06404137263727e-130,-0.958809424758842,0.073,0.124,9.19366069873846e-129
"RIMS2",3.62908498524512e-130,0.221265140165651,0.717,0.64,3.1105613225533e-128
"SMYD3",5.40313219255928e-130,0.230563230105323,0.639,0.563,4.59437764373652e-128
"GRM7",9.96649821176221e-130,0.262146220286988,0.615,0.541,8.40795762526144e-128
"MT2A",1.6061631378255e-128,-1.35257756123355,0.036,0.075,1.344408738958e-126
"KCNMA1",2.88423073203102e-128,0.206869251135136,0.677,0.605,2.39547659402948e-126
"HSP90AB1",1.46869381179622e-127,-0.419548363064708,0.418,0.488,1.2104296538142e-125
"CCPG1",4.0163519245643e-126,0.341608469139447,0.436,0.361,3.28482400914366e-124
"TARBP1",4.25161880790282e-126,0.30819602214588,0.451,0.375,3.45089726574779e-124
"TMEM132B",1.26638559249415e-125,0.236917682874624,0.568,0.49,1.0201545291716e-123
"PRDX1",1.65284683850022e-125,-0.684358101973515,0.097,0.152,1.32153739012622e-123
"JUND",2.48678608210686e-125,-0.589633949588426,0.236,0.307,1.97358711731059e-123
"KCTD16",4.92191913170418e-125,0.268115231390709,0.608,0.533,3.87745893949107e-123
"CAMK1D",6.26011665928082e-125,0.252003983411936,0.557,0.485,4.89568539325071e-123
"PKM",1.20321343803045e-124,-0.390473189305533,0.396,0.466,9.3414701268538e-123
"TTTY14",2.70386307233045e-124,0.25956181437703,0.525,0.449,2.08411431344953e-122
"MAPK10",3.42115482094462e-124,0.220218517979559,0.675,0.605,2.61816091082862e-122
"RSRP1",5.14982123782751e-124,0.281505602985219,0.412,0.338,3.91313366965135e-122
"CCSER1",6.56279382399131e-124,0.207762535462659,0.726,0.65,4.95167415705936e-122
"FOCAD",1.37868144377779e-123,0.292248119672219,0.525,0.454,1.03295055864582e-121
"PPP2R1A",1.85627866573988e-123,-0.521484396191827,0.23,0.3,1.38112289060674e-121
"UNC79",8.01093442553855e-123,0.216283556384507,0.618,0.543,5.91925182311862e-121
"RP3-525N10.2",1.0168524185034e-122,0.397756599005508,0.332,0.262,7.46202521359272e-121
"NPAS4",2.02190701070006e-121,2.32560868038089,0.033,0.009,1.47365385800275e-119
"BIRC6-AS2",3.79678251852193e-121,0.320959339185532,0.41,0.337,2.74856269617865e-119
"RP11-138A9.2",4.2167034899027e-121,0.526874068535727,0.241,0.177,3.03206450945084e-119
"FRMPD4",4.45031524846222e-121,0.227287564683945,0.669,0.594,3.17871183813495e-119
"PDE10A",5.97303242727396e-121,0.303237964101515,0.524,0.452,4.23808406793465e-119
"ANKRD36",1.66145747788855e-120,0.295113868625677,0.496,0.419,1.17110890908539e-118
"CADPS",1.13950299314466e-119,0.207688682742212,0.666,0.587,7.97950004480514e-118
"ARHGAP26",1.94292359122978e-119,0.246308328904443,0.575,0.505,1.35171969846986e-117
"JMJD1C",2.34937853847742e-119,0.194892368887386,0.679,0.605,1.62395107491917e-117
"CNTNAP2",3.04253333386831e-119,0.213488690939752,0.813,0.756,2.08959629096571e-117
"RNF187",2.78170282399801e-118,-0.570402624349857,0.158,0.22,1.89829070422387e-116
"GRIN2B",5.67543838093641e-118,0.205201189549802,0.634,0.562,3.84852195021219e-116
"GPR37L1",4.6309327901118e-117,-1.89278662854621,0.02,0.049,3.1204914410854e-115
"CACNA1C",6.46710412559715e-117,0.230116331263529,0.563,0.492,4.33053460010299e-115
"TPI1",9.58618402090937e-117,-0.358005116020318,0.264,0.336,6.37927798757907e-115
"RAB3A",1.78480917449288e-115,-0.379724025155245,0.244,0.315,1.18039787009363e-113
"DAB1",3.13697695235398e-115,0.244163807575226,0.582,0.509,2.06193687530801e-113
"MIR219A2",8.82187618829857e-115,-0.848304171097012,0.053,0.095,5.76326716350189e-113
"CACNB2",7.77321560076796e-114,0.187780167245121,0.582,0.507,5.04740799676533e-112
"NEGR1",3.90914414042485e-113,0.208010160290057,0.746,0.674,2.52304640485011e-111
"KHDRBS2",9.3262125059672e-113,0.23872518115432,0.66,0.585,5.98329585562471e-111
"PRKCB",1.03317895446147e-112,0.216463155039275,0.698,0.617,6.58897578458342e-111
"SNTG1",6.34241301806184e-112,0.220177789865594,0.698,0.625,4.02086467902453e-110
"CES4A",2.01995985759432e-111,0.46704385693249,0.269,0.205,1.2730499949568e-109
"BSG",2.04337619103694e-111,-0.619093307977512,0.225,0.29,1.28027675501578e-109
"KCNH7",3.24192359191939e-111,0.254443618993645,0.558,0.483,2.01941682347816e-109
"ARL17B",6.13276957359603e-111,0.467474640830163,0.26,0.198,3.79806319141664e-109
"DMD",9.86802163694435e-111,0.216839040224099,0.69,0.621,6.07620596656447e-109
"RP11-649G15.2",2.15911444381137e-110,0.408065920145837,0.347,0.279,1.32187155148543e-108
"ATXN1",1.36360265406332e-108,0.214309607860217,0.615,0.544,8.30093115661044e-107
"ATP1B2",1.38716936619508e-108,-1.21450347648552,0.076,0.121,8.39668507876505e-107
"TBCB",9.94613532538905e-108,-0.595466106221664,0.138,0.195,5.98667943124822e-106
"MNAT1",1.5711216449172e-107,0.259736862046453,0.492,0.419,9.40390910818038e-106
"CTB-4E7.1",1.72601337582296e-107,0.875977871707734,0.099,0.057,1.02736151714262e-105
"AJ006998.2",4.52649249574686e-107,0.477367159790995,0.286,0.222,2.67938345853215e-105
"LRRC7",1.50450893559427e-106,0.189446036267586,0.716,0.644,8.85676304173462e-105
"SHANK2",1.88664150627502e-106,0.25136485108636,0.432,0.362,1.10456159006725e-104
"FGF12",2.66557153616135e-106,0.169548190592684,0.75,0.676,1.55211594774091e-104
"CFL1",3.55046615966589e-106,-0.364906332326725,0.328,0.395,2.05619969917083e-104
"MAK",4.54504876328153e-106,0.452736477939262,0.29,0.228,2.61804583063432e-104
"FAT3",5.37406717835119e-106,0.259673510780817,0.485,0.415,3.07902437159651e-104
"ROBO2",8.58881458121303e-106,0.24159573273292,0.711,0.639,4.89471060761257e-104
"RAB11B",1.28835803391121e-105,-0.691906682708528,0.127,0.181,7.30342220916651e-104
"GDI1",2.55675286796417e-105,-0.485413187587994,0.361,0.423,1.44173948565095e-103
"RP11-473C19.1",3.32178366780708e-105,0.487841469697059,0.268,0.206,1.86332933072697e-103
"S100B",3.34390576288506e-105,-1.10844976704345,0.025,0.055,1.86596908039326e-103
"CDH18",3.62295812483511e-105,0.260743181581056,0.567,0.497,2.01121105437738e-103
"RP11-192H23.6",4.00929855883535e-105,0.665454903778193,0.154,0.103,2.21420746182278e-103
"CDH8",5.07382932400628e-105,0.326586271275907,0.417,0.351,2.78774396807197e-103
"MACROD2",1.47221135300369e-104,0.222492926515148,0.668,0.602,8.04758797759263e-103
"RPS11",1.70431751366275e-104,-0.582396458979564,0.109,0.162,9.26906489410291e-103
"TUBA1B",2.08471872557353e-104,-0.240033228530193,0.453,0.515,1.12806446594923e-102
"AC007563.5",2.79232280485713e-104,0.525618168284497,0.194,0.137,1.50336414729846e-102
"PSAP",7.71154296179537e-104,-0.40890644798362,0.44,0.501,4.13107356463378e-102
"CSRP1",3.73228505516034e-102,-1.04064688270037,0.03,0.061,1.98943791447701e-100
"QKI",9.06532846704956e-102,-0.529561764352059,0.354,0.419,4.80821431663213e-100
"ACTG1",1.80979053172736e-101,-0.339285112199779,0.351,0.419,9.55177130883102e-100
"ENO1",3.20967069939953e-101,-0.538011316141877,0.196,0.258,1.68570646438072e-99
"AGT",3.74152360582004e-101,-2.04307644380528,0.009,0.029,1.95544799574419e-99
"THRB",1.17403544004185e-100,0.2027147671353,0.644,0.575,6.10612412845069e-99
"DYNC1I1",1.65577632083244e-100,0.23991527008154,0.539,0.471,8.57004227120711e-99
"EPHA6",1.67336503807373e-100,0.262971858185073,0.49,0.418,8.61943895092403e-99
"AC010127.3",1.86663778486238e-100,0.376272538676692,0.361,0.297,9.56897474976822e-99
"EDF1",1.95384391080207e-100,-0.423005133019647,0.179,0.24,9.96832555253972e-99
"SYN1",2.13886691153904e-100,-0.542500418700425,0.219,0.28,1.08605782418148e-98
"UBB",2.98733608091044e-100,-0.382034458301965,0.197,0.261,1.50973201749408e-98
"UNC80",3.13435195464564e-100,0.221885392613954,0.558,0.487,1.57659374845415e-98
"RIMS1",3.34991105727271e-100,0.211785630370057,0.613,0.541,1.67714705923457e-98
"RP11-499P20.2",4.22968050224158e-100,0.395422587929182,0.281,0.219,2.10775799539611e-98
"FSTL4",4.58320903804505e-100,0.318441046621097,0.384,0.317,2.27335655711179e-98
"SIPA1L1",5.83216500637804e-100,0.2091598430952,0.621,0.554,2.87953068563753e-98
"TUBA1A",8.37960669866251e-100,-0.401304935821653,0.245,0.313,4.11830762245276e-98
"CTA-373H7.7",1.27226964909588e-99,0.566768849714242,0.175,0.123,6.22424521480057e-98
"NRXN1",1.28912008869238e-99,0.153257915083449,0.829,0.785,6.27801483193187e-98
"SHISA9",1.55765957186694e-99,0.254899058827551,0.463,0.395,7.55147721854408e-98
"H1FX",2.19651449171291e-99,-0.680203565155901,0.09,0.137,1.06006559748703e-97
"MYT1L",2.37862034020792e-99,0.18318229946333,0.609,0.539,1.14280440919227e-97
"MEG8",3.69665235902348e-99,0.319493960144387,0.399,0.331,1.76812202565078e-97
"RASAL2",6.47176555249647e-99,0.198816764183392,0.627,0.553,3.08171093908654e-97
"PCDH9-AS2",7.05041787308917e-99,0.242116711405061,0.492,0.424,3.34239721647245e-97
"NLGN1",1.59570898636457e-98,0.170927554697243,0.741,0.679,7.53146523344054e-97
"GRIA1",2.64056240847832e-98,0.222230073626771,0.547,0.474,1.24083270370337e-96
"CHRM3-AS2",5.08837435903807e-98,0.519656820904753,0.245,0.187,2.38064816081808e-96
"CACNA1B",7.35915691907662e-98,0.211087481292425,0.532,0.463,3.42808727091248e-96
"PTPRN2",7.50630150115729e-98,0.200944017810355,0.538,0.469,3.48149412482248e-96
"PDZRN3",2.15313956519595e-97,0.27374956753059,0.391,0.324,9.94342125065059e-96
"KSR2",2.23555883081885e-97,0.262821244400888,0.434,0.368,1.02797327525293e-95
"SV2A",3.00116667303976e-97,-0.457650269407836,0.32,0.382,1.37306636840019e-95
"WDR17",3.01167254595898e-97,0.326742647621387,0.395,0.331,1.37306636840019e-95
"EEF1A2",3.18814320072647e-97,-0.484113296642138,0.219,0.281,1.44736297680438e-95
"CH507-513H4.1",5.48925668188304e-97,-1.50251734787845,0.019,0.045,2.48151460294071e-95
"HTRA1",6.50890409197904e-97,-1.04256392344374,0.062,0.102,2.93010077485141e-95
"GRM5",6.61418183206396e-97,0.183619842807937,0.704,0.633,2.96503532003068e-95
"GRIA3",1.50953369098654e-96,0.205240182107387,0.573,0.506,6.73880998551243e-95
"ANK3",2.11858375809018e-96,0.130975277572255,0.714,0.65,9.41846737932704e-95
"AC114765.1",2.29491392820615e-96,0.463337505610553,0.295,0.235,1.01602098457854e-94
"CACNA1A",2.43531073638366e-96,0.207050055237439,0.561,0.495,1.0737415320829e-94
"HOMER1",2.49845248874847e-96,0.371739011704204,0.479,0.418,1.0970663919857e-94
"SRSF5",2.79998896886651e-96,0.20565194030269,0.512,0.445,1.22445231887493e-94
"PPIA",5.51877396901423e-96,-0.428425451465545,0.336,0.397,2.40358310178937e-94
"SORCS1",8.21567746109684e-96,0.261843625405109,0.472,0.402,3.56367483069601e-94
"OLFM3",2.52216204079896e-95,0.253155818774973,0.492,0.424,1.08961468165807e-93
"PTPRO",7.71789704076555e-95,0.287606868950401,0.364,0.299,3.32086541746033e-93
"MIR137HG",1.10953971113199e-94,0.28320152084607,0.406,0.339,4.75504338602724e-93
"NBEA",2.02933974026009e-94,0.171499056500687,0.69,0.617,8.66228923392293e-93
"TUBB2B",5.28756217459689e-94,-1.17461707618273,0.048,0.084,2.24805321978695e-92
"HPCA",1.1789249707258e-93,-0.554129037866893,0.137,0.19,4.99249096298666e-92
"ATP5D",1.77986738577946e-93,-0.416558835865345,0.169,0.226,7.50767683907129e-92
"ENOX1",2.65998333050818e-93,0.178422325669658,0.568,0.498,1.11761025110057e-91
"HEPACAM",5.52524849413289e-93,-1.17771674650251,0.029,0.058,2.31240282680234e-91
"DDIT4",9.95313062389424e-93,-1.47873761730619,0.023,0.049,4.14933235425692e-91
"UBE2E2",1.50411483396437e-92,0.160520698184254,0.62,0.556,6.24615749267219e-91
"FAM85B",3.07474012543894e-92,0.426743856752742,0.218,0.163,1.27192145575108e-90
"RPS27A",4.41454670983669e-92,0.470481399428804,0.305,0.248,1.81913282496886e-90
"SRSF11",5.13530890733448e-92,0.205011923055701,0.535,0.47,2.10803446870428e-90
"PLP1",8.5785755187578e-92,-0.70903779052175,0.094,0.141,3.50804801938821e-90
"RP11-608O21.1",1.60270985248347e-91,0.517582865241075,0.167,0.118,6.52906211388134e-90
"LINC00882",2.17894604257356e-91,0.259944602264667,0.41,0.346,8.84288935611102e-90
"CDH12",4.47806211846448e-91,0.250805363335757,0.541,0.473,1.810488963669e-89
"NRGN",4.96043345289122e-91,-0.381929797365465,0.565,0.603,1.99797308324348e-89
"RHBDD2",5.66524687868588e-91,-0.55181781200587,0.208,0.265,2.27331292352961e-89
"GRIA4",7.65184816672021e-91,0.221627542212385,0.611,0.545,3.05902616635225e-89
"WBP2",7.94470605431421e-91,-0.458332332379855,0.175,0.231,3.16429667903057e-89
"F3",2.07899310547112e-90,-1.62337644049598,0.018,0.041,8.24975264148799e-89
"ASIC2",2.98460156585538e-90,0.185364188232193,0.612,0.542,1.17996388105441e-88
"SPDYE5",4.81297415713194e-90,0.420575310487729,0.26,0.203,1.89581636468793e-88
"DYNLRB1",6.62969083708292e-90,-0.43715212852259,0.168,0.223,2.60185009628229e-88
"RBFOX2",2.16773584197905e-89,0.19665236464607,0.608,0.541,8.47632182881883e-88
"CSMD3",3.45397796092881e-89,0.165527744281784,0.666,0.597,1.34566981357787e-87
"SDC4",3.95780661378781e-89,-2.01589609777648,0.009,0.028,1.53637463985951e-87
"MLIP",5.28168454292288e-89,0.371724483162497,0.34,0.28,2.04288693837097e-87
"RP11-219A15.1",7.15731336608273e-89,0.40623409583829,0.331,0.273,2.75839767641045e-87
"AC011288.2",1.15619249690786e-88,0.307801444804639,0.389,0.324,4.43994495049134e-87
"CA10",2.18522761786089e-88,0.24569777672653,0.416,0.352,8.36161739205772e-87
"BTBD9",2.63194152873071e-88,0.209083028652376,0.483,0.419,1.00350966330323e-86
"GALNTL6",4.6780742675777e-88,0.239022570101821,0.501,0.432,1.77733644336268e-86
"AFF3",4.78485443493554e-88,0.205537131049603,0.519,0.454,1.81148164013779e-86
"PRRT1",7.22085243575964e-88,-0.6439100730979,0.105,0.151,2.72409200692707e-86
"CELF2",7.43396103616932e-88,0.167903336537922,0.781,0.722,2.79464766812344e-86
"DNAJB2",7.62043329811593e-88,-0.561261770516929,0.238,0.296,2.85473155090958e-86
"CTC-459F4.5",1.45836906193384e-87,0.898785833755698,0.104,0.065,5.4442390695328e-86
"SETBP1",2.0834980936879e-87,0.238380839238947,0.467,0.402,7.75090228325424e-86
"TNR",2.09279495576963e-87,0.135571860096797,0.396,0.333,7.75854849692589e-86
"NAT8L",4.65234274208999e-87,-0.439648875323739,0.329,0.389,1.71880000478456e-85
"GULP1",6.01666378280166e-87,0.349227661106225,0.263,0.204,2.2152074147401e-85
"SMCR5",8.9365346467281e-87,0.542487101433528,0.144,0.099,3.27897370565222e-85
"GOLGA8B",9.06844269850341e-87,0.307519481526738,0.387,0.328,3.30647187202119e-85
"CDH9",9.07320076884664e-87,0.247574728263349,0.416,0.348,3.30647187202119e-85
"AKT3",1.15873854407037e-86,0.162537731963075,0.68,0.616,4.20838127497287e-85
"CSTB",1.64910971792054e-86,-0.517195490168461,0.11,0.158,5.96910862087862e-85
"HIVEP3",2.20468029606382e-86,0.254330934934242,0.396,0.333,7.95318003098579e-85
"TSC22D4",2.24756193284546e-86,-1.06099888883439,0.042,0.074,8.08066394245177e-85
"STMN4",2.66790631342977e-86,-0.526604063945052,0.178,0.233,9.55984891039686e-85
"DOCK3",2.92635055722298e-86,0.14586522536077,0.71,0.644,1.0450973290029e-84
"FMN1",3.5932287571325e-86,0.259993900864893,0.471,0.41,1.2789984353461e-84
"RFX3",3.77761375708941e-86,0.263960022361276,0.474,0.416,1.340177277929e-84
"MT3",4.74248120371206e-86,-0.792753327113262,0.123,0.171,1.67692883223007e-84
"ATP6V1F",4.89893704655225e-86,-0.381800720017658,0.188,0.245,1.72655301041976e-84
"FMN2",5.34128488072013e-86,0.145639352325636,0.588,0.523,1.87627954793559e-84
"RPL34",5.48352717442317e-86,0.349824611077447,0.391,0.331,1.91995131198594e-84
"ZDHHC11B",9.13104771475924e-86,0.400672381695962,0.205,0.153,3.18664642397168e-84
"MEF2C",1.69997116919523e-85,0.173677445993647,0.771,0.696,5.91347113855769e-84
